'data-make';'data-model';'data-year';'data-trim';'data-extcolor';'data-intcolor';'data-trans';'data-price';'data-engine';'data-fueltype';'data-vehicletype';'data-bodystyle';'data-name';'data-vin';'data-modelcode';'data-msrp';'data-stocknum'
'Ford';'F-150';'2019';'LARIAT SuperCrew';'Ingot Silver Metallic';'Black';'Automatic';'48999';'3.5L V6 24V PDI DOHC Twin Turbo';'Gasoline Fuel';'used';'Crew Cab Pickup';'2019 Ford F-150 LARIAT SuperCrew';'1FTEW1E46KFD39366';'W1E';'51999';'US4929'
'Ford';'Ranger';'2019';'XLT 4WD SuperCrew';'Magnetic Metallic';'Ebony';'Automatic';'34799';'2.3L I4 16V GDI DOHC Turbo';'Gasoline Fuel';'used';'Crew Cab Pickup';'2019 Ford Ranger XLT 4WD SuperCrew';'1FTER4FH6KLA99909';'R4F';'36999';'US4938'
'Ford';'Fusion Hybrid';'2019';'SE';'Blue Metallic';'Ebony';'Variable';'23999';'2.0L I4 16V MPFI DOHC Hybrid';'Hybrid Fuel';'used';'4dr Car';'2019 Ford Fusion Hybrid SE';'3FA6P0LU4KR111339';'P0L';'25999';'US4932'
'Subaru';'Forester';'2019';'Limited Awd';'Ice Silver Metallic';'Black';'Variable';'32999';'2.5L H4 16V GDI DOHC';'Gasoline Fuel';'used';'Sport Utility';'2019 Subaru Forester Limited Awd';'JF2SKASC7KH494864';'KFI';'35999';'US4940'
'Subaru';'Forester';'2019';'Premium Awd';'Dark Gray Metallic';'Black';'Variable';'27799';'2.5L H4 16V GDI DOHC';'Gasoline Fuel';'used';'Sport Utility';'2019 Subaru Forester Premium Awd';'JF2SKAECXKH513354';'KFF';'29999';'US4952'
'Kia';'Forte';'2019';'S';'Aurora Black';'Black';'Variable';'20999';'2.0L I4 16V MPFI DOHC';'Gasoline Fuel';'used';'4dr Car';'2019 Kia Forte S';'3KPF34AD8KE073315';'C3442';'23999';'US4962'
'Ford';'Escape';'2019';'SEL 4WD';'Magnetic Metallic';'Charcoal Black';'Automatic';'25799';'1.5L I4 16V GDI DOHC Turbo';'Gasoline Fuel';'used';'Sport Utility';'2019 Ford Escape SEL 4WD';'1FMCU9HD2KUA00618';'U9H';'28999';'US4950'
'Ford';'Escape';'2019';'SE 4WD';'Ruby Red Metallic Tinted Clearcoat';'Chromite Gray/Chrcl Black';'Automatic';'20999';'1.5L I4 16V GDI DOHC Turbo';'Gasoline Fuel';'used';'Sport Utility';'2019 Ford Escape SE 4WD';'1FMCU9GD9KUA28126';'U9G';'23999';'US5004'
'Ford';'Escape';'2019';'SEL 4WD';'Magnetic Metallic';'Charcoal Black';'Automatic';'25999';'1.5L I4 16V GDI DOHC Turbo';'Gasoline Fuel';'used';'Sport Utility';'2019 Ford Escape SEL 4WD';'1FMCU9HD4KUA37461';'U9H';'27999';'US4980'
'Ford';'Edge';'2019';'Titanium AWD';'White Platinum Metallic Tri-Coat';'Cognac';'Automatic';'31999';'2.0L I4 16V GDI DOHC Turbo';'Gasoline Fuel';'used';'Sport Utility';'2019 Ford Edge Titanium AWD';'2FMPK4K99KBB39715';'K4K';'34999';'US4994'
'Subaru';'Forester';'2019';'Touring AWD';'Dark Gray Metallic';'Saddle Brown';'Variable';'33799';'2.5L H4 16V GDI DOHC';'Gasoline Fuel';'used';'Sport Utility';'2019 Subaru Forester Touring AWD';'JF2SKAWC7KH503654';'KFJ';'37999';'US5006'
'Subaru';'Crosstrek';'2019';'Premium Awd';'Crystal White Pearl';'Gray';'Variable';'25999';'2.0L H4 16V GDI DOHC';'Gasoline Fuel';'used';'Sport Utility';'2019 Subaru Crosstrek Premium Awd';'JF2GTACC9K8288866';'KRD';'27999';'US5024'
'Ford';'Expedition';'2019';'XLT 4X4';'Agate Black Metallic';'Ebony';'Automatic';'50799';'3.5L V6 24V GDI DOHC Twin Turbo';'Gasoline Fuel';'used';'Sport Utility';'2019 Ford Expedition XLT 4X4';'1FMJU1JT6KEA22061';'U1J';'52999';'US5015'
'Ford';'F-150';'2019';'XL SuperCrew';'Agate Black Metallic';'Dark Earth Gray';'Automatic';'41999';'5.0L V8 32V PDI DOHC';'Gasoline Fuel';'used';'Crew Cab Pickup';'2019 Ford F-150 XL SuperCrew';'1FTEW1E5XKFA26698';'W1E';'43999';'US5026'
'Subaru';'Forester';'2019';'AWD';'Jasper Green Metallic';'Gray';'Variable';'25999';'2.5L H4 16V GDI DOHC';'Gasoline Fuel';'used';'Sport Utility';'2019 Subaru Forester AWD';'JF2SKAAC5KH514739';'KFB';'27999';'US5018'
'Ford';'Explorer';'2019';'XLT 4WD';'Agate Black Metallic';'Ebony Black';'Automatic';'33999';'3.5L V6 24V MPFI DOHC';'Gasoline Fuel';'used';'Sport Utility';'2019 Ford Explorer XLT 4WD';'1FM5K8D86KGA02033';'K8D';'36999';'US5041'
'Ford';'Escape';'2019';'SE 4WD';'Sedona Orange Metallic';'Chromite Gray/Chrcl Black';'Automatic';'23799';'1.5L I4 16V GDI DOHC Turbo';'Gasoline Fuel';'used';'Sport Utility';'2019 Ford Escape SE 4WD';'1FMCU9GDXKUB42104';'U9G';'26999';'US5034'
'Ford';'Escape';'2019';'SEL AWD';'Oxford White';'Charcoal Black';'Automatic';'26499';'1.5L I4 16V GDI DOHC Turbo';'Gasoline Fuel';'used';'Sport Utility';'2019 Ford Escape SEL AWD';'1FMCU9HD1KUA84480';'U9H';'27999';'US5046'
'Ford';'Edge';'2019';'SEL AWD';'Magnetic Metallic';'Ebony';'Automatic';'29999';'2.0L I4 16V GDI DOHC Turbo';'Gasoline Fuel';'used';'Sport Utility';'2019 Ford Edge SEL AWD';'2FMPK4J99KBB17330';'K4J';'30999';'US5042'
'Ford';'Explorer';'2019';'XLT 4WD';'Oxford White';'Ebony Black';'Automatic';'33499';'3.5L V6 24V MPFI DOHC';'Gasoline Fuel';'used';'Sport Utility';'2019 Ford Explorer XLT 4WD';'1FM5K8D88KGA99591';'K8D';'35999';'US5050'
'Subaru';'Outback';'2019';'Limited Awd';'Crimson Red Pearl';'Warm Ivory';'Variable';'30999';'2.5L H4 16V MPFI DOHC';'Gasoline Fuel';'used';'Sport Utility';'2019 Subaru Outback Limited Awd';'4S4BSANC7K3322773';'KDF';'31999';'US5058'
'Ford';'Escape';'2019';'SEL AWD';'Agate Black Metallic';'Charcoal Black';'Automatic';'26499';'1.5L I4 16V GDI DOHC Turbo';'Gasoline Fuel';'used';'Sport Utility';'2019 Ford Escape SEL AWD';'1FMCU9HD5KUA73112';'U9H';'28999';'US5062'
'Ford';'Escape';'2019';'SEL AWD';'Magnetic Metallic';'Charcoal Black';'Automatic';'25799';'1.5L I4 16V GDI DOHC Turbo';'Gasoline Fuel';'used';'Sport Utility';'2019 Ford Escape SEL AWD';'1FMCU9HD7KUB84034';'U9H';'27999';'US5063'
'Ford';'Escape';'2019';'SEL AWD';'Oxford White';'Charcoal Black';'Automatic';'26799';'1.5L I4 16V GDI DOHC Turbo';'Gasoline Fuel';'used';'Sport Utility';'2019 Ford Escape SEL AWD';'1FMCU9HDXKUB73688';'U9H';'28999';'US5069'
'Dodge';'Durango';'2019';'SXT AWD';'Granite Clearcoat';'Black';'Automatic';'30999';'3.6L V6 24V MPFI DOHC';'Gasoline Fuel';'used';'Sport Utility';'2019 Dodge Durango SXT AWD';'1C4RDJAG9KC781356';'WDEL75';'33999';'US5073'
'Subaru';'Forester';'2019';'Premium Awd';'Ice Silver Metallic';'Black';'Variable';'25499';'2.5L H4 16V GDI DOHC';'Gasoline Fuel';'used';'Sport Utility';'2019 Subaru Forester Premium Awd';'JF2SKAEC0KH489551';'KFF';'27999';'US5082'
'Nissan';'Rogue';'2019';'SV AWD';'Magnetic Black Pearl';'Charcoal';'Variable';'22499';'2.5L I4 16V MPFI DOHC';'Gasoline Fuel';'used';'Sport Utility';'2019 Nissan Rogue SV AWD';'KNMAT2MV5KP527040';'22219';'24999';'US5076'
'Ford';'EcoSport';'2019';'S';'Lightning Blue Metallic';'Medium Stone';'Automatic';'18999';'1.0L I3 12V GDI DOHC Turbo';'Gasoline Fuel';'used';'Sport Utility';'2019 Ford EcoSport S';'MAJ3S2FE8KC283275';'S2F';'20999';'US5078'
'Ford';'Explorer';'2019';'XLT 4WD';'Oxford White';'Ebony Black';'Automatic';'33999';'2.3L I4 16V GDI DOHC Turbo';'Gasoline Fuel';'used';'Sport Utility';'2019 Ford Explorer XLT 4WD';'1FM5K8DH7KGB18857';'K8D';'35999';'US5088'
'Ford';'Escape';'2019';'SEL 4WD';'Magnetic Metallic';'Charcoal Black';'Automatic';'24499';'1.5L I4 16V GDI DOHC Turbo';'Gasoline Fuel';'used';'Sport Utility';'2019 Ford Escape SEL 4WD';'1FMCU9HD5KUA66273';'U9H';'26999';'US5096'
'Ford';'Edge';'2019';'SE AWD';'Ingot Silver Metallic';'Ebony';'Automatic';'26999';'2.0L I4 16V GDI DOHC Turbo';'Gasoline Fuel';'used';'Sport Utility';'2019 Ford Edge SE AWD';'2FMPK4G9XKBB17358';'K4G';'28999';'US5092'
'Ford';'Escape';'2019';'SEL 4WD';'Lightning Blue Metallic';'Charcoal Black';'Automatic';'26999';'1.5L I4 16V GDI DOHC Turbo';'Gasoline Fuel';'used';'Sport Utility';'2019 Ford Escape SEL 4WD';'1FMCU9HD3KUA73108';'U9H';'28999';'US5103'
'Ford';'Escape';'2019';'SE 4WD';'Sedona Orange Metallic';'Medium Light Stone';'Automatic';'22999';'1.5L I4 16V GDI DOHC Turbo';'Gasoline Fuel';'used';'Sport Utility';'2019 Ford Escape SE 4WD';'1FMCU9GD1KUA84447';'U9G';'25999';'US5114'
'Ford';'Escape';'2019';'SEL 4WD';'Oxford White';'Charcoal Black';'Automatic';'26499';'1.5L I4 16V GDI DOHC Turbo';'Gasoline Fuel';'used';'Sport Utility';'2019 Ford Escape SEL 4WD';'1FMCU9HD5KUA08972';'U9H';'28999';'US5115'
'Subaru';'Crosstrek';'2019';'Premium Awd';'Cool Gray Khaki';'Black';'Variable';'25999';'2.0L H4 16V GDI DOHC';'Gasoline Fuel';'used';'Sport Utility';'2019 Subaru Crosstrek Premium Awd';'JF2GTACC3K8271304';'KRD';'28999';'US5109'
'Subaru';'Crosstrek';'2019';'Premium Awd';'Venetian Red Pearl';'Black';'Variable';'26999';'2.0L H4 16V GDI DOHC';'Gasoline Fuel';'used';'Sport Utility';'2019 Subaru Crosstrek Premium Awd';'JF2GTAEC3K8341185';'KRD';'29999';'US5113'
'Subaru';'Crosstrek';'2019';'Limited Awd';'Quartz Blue Pearl';'Gray';'Variable';'27999';'2.0L H4 16V GDI DOHC';'Gasoline Fuel';'used';'Sport Utility';'2019 Subaru Crosstrek Limited Awd';'JF2GTAMC1K8291162';'KRE';'29999';'US5110'
'Ford';'Explorer';'2019';'XLT 4WD';'Magnetic Metallic';'Ebony Black';'Automatic';'33499';'3.5L V6 24V MPFI DOHC';'Gasoline Fuel';'used';'Sport Utility';'2019 Ford Explorer XLT 4WD';'1FM5K8D8XKGA74837';'K8D';'35999';'US5117'
'Ford';'Edge';'2019';'ST AWD';'Ruby Red Metallic Tinted Clearcoat';'Ebony';'Automatic';'38499';'2.7L V6 24V GDI DOHC Twin Turbo';'Gasoline Fuel';'used';'Sport Utility';'2019 Ford Edge ST AWD';'2FMPK4AP3KBB78669';'K4A';'39999';'US5128'
'Subaru';'Legacy';'2019';'Premium Awd';'Magnetite Gray Metallic';'Titanium Gray';'Variable';'25499';'2.5L H4 16V MPFI DOHC';'Gasoline Fuel';'used';'4dr Car';'2019 Subaru Legacy Premium Awd';'4S3BNAF69K3027484';'KAD';'26999';'US5122'
'MINI';'Convertible';'2019';'Cooper S';'Moonwalk Grey Metallic';'Carbon Black';'Automatic';'30999';'2.0L I4 16V GDI DOHC Turbo';'Gasoline Fuel';'used';'Convertible';'2019 MINI Cooper S Convertible';'WMWWG9C58K3D22842';'19ME';'34999';'US5121'
'Subaru';'Outback';'2019';'Limited Awd';'Crimson Red Pearl';'Warm Ivory';'Variable';'34499';'3.6L H6 24V MPFI DOHC';'Gasoline Fuel';'used';'Sport Utility';'2019 Subaru Outback Limited Awd';'4S4BSENC9K3265760';'KDK';'35999';'US5142'
'Ford';'Explorer';'2019';'Platinum 4WD';'Blue Metallic';'Ebony Black';'Automatic';'43499';'3.5L V6 24V GDI DOHC Twin Turbo';'Gasoline Fuel';'used';'Sport Utility';'2019 Ford Explorer Platinum 4WD';'1FM5K8HTXKGA67319';'K8H';'45999';'US5151'
'Ford';'F-150';'2019';'XLT SuperCrew';'Ruby Red Metallic Tinted Clearcoat';'Black';'Automatic';'44499';'5.0L V8 32V PDI DOHC';'Gasoline Fuel';'used';'Crew Cab Pickup';'2019 Ford F-150 XLT SuperCrew';'1FTEW1E57KFC51872';'W1E';'48999';'US5146'
'Ford';'Fusion Energi';'2019';'Titanium';'Ingot Silver Metallic';'Ebony';'Variable';'24499';'2.0L I4 16V MPFI DOHC Hybrid';'Hybrid Fuel';'used';'4dr Car';'2019 Ford Fusion Energi Titanium';'3FA6P0SU6KR244735';'P0S';'26999';'US5148'
'Ford';'Edge';'2019';'SEL AWD';'Magnetic Metallic';'Ebony';'Automatic';'29499';'2.0L I4 16V GDI DOHC Turbo';'Gasoline Fuel';'used';'Sport Utility';'2019 Ford Edge SEL AWD';'2FMPK4J90KBB18785';'K4J';'31999';'US5160'
'Kia';'Sorento';'2019';'LX AWD';'Ebony Black';'Satin Black';'Automatic';'29499';'2.4L I4 16V GDI DOHC';'Gasoline Fuel';'used';'Sport Utility';'2019 Kia Sorento LX AWD';'5XYPGDA33KG545584';'73422';'30999';'US5159'
'Ford';'Fusion Hybrid';'2019';'SE';'Agate Black';'Ebony';'Variable';'23499';'2.0L I4 16V MPFI DOHC Hybrid';'Hybrid Fuel';'used';'4dr Car';'2019 Ford Fusion Hybrid SE';'3FA6P0LU5KR191864';'P0L';'25999';'US5172'
'Ford';'Fusion Hybrid';'2019';'SE';'Oxford White';'Ebony';'Variable';'25499';'2.0L I4 16V MPFI DOHC Hybrid';'Hybrid Fuel';'used';'4dr Car';'2019 Ford Fusion Hybrid SE';'3FA6P0LU7KR208227';'P0L';'26999';'US5171'
'Subaru';'Outback';'2019';'Premium Awd';'Crimson Red Pearl';'Warm Ivory';'Variable';'29499';'2.5L H4 16V MPFI DOHC';'Gasoline Fuel';'used';'Sport Utility';'2019 Subaru Outback Premium Awd';'4S4BSAHC2K3268228';'KDD';'32999';'US5169'
'Subaru';'Forester';'2019';'Touring 4WD';'Dark Gray Metallic';'Black';'Variable';'34799';'2.5L H4 16V GDI DOHC';'Gasoline Fuel';'used';'Sport Utility';'2019 Subaru Forester Touring 4WD';'JF2SKAWC5KH503202';'KFJ';'36999';'US5173'
'Ford';'EcoSport';'2019';'SE 4WD';'Diamond White';'Ebony Black';'Automatic';'21999';'2.0L I4 16V GDI DOHC';'Gasoline Fuel';'used';'Sport Utility';'2019 Ford EcoSport SE 4WD';'MAJ6S3GL1KC270500';'S3G';'23999';'US5168'
'Subaru';'WRX';'2019';'Premium Awd';'Crystal Black Pearl';'Carbon Black';'Manual';'29999';'2.0L H4 16V GDI DOHC Turbo';'Gasoline Fuel';'used';'4dr Car';'2019 Subaru WRX Premium Awd';'JF1VA1C65K9802072';'KUO';'33999';'US5186'
'Ford';'EcoSport';'2019';'SES 4WD';'Smoke Metallic';'Ebony Black';'Automatic';'23499';'2.0L I4 16V GDI DOHC';'Gasoline Fuel';'used';'Sport Utility';'2019 Ford EcoSport SES 4WD';'MAJ6S3JL7KC293644';'S3J';'25999';'US5179'
'Ford';'Explorer';'2019';'Sport 4WD';'White Platinum Metallic Tri Coat';'Ebony Black w/Red Accent';'Automatic';'38499';'3.5L V6 24V GDI DOHC Twin Turbo';'Gasoline Fuel';'used';'Sport Utility';'2019 Ford Explorer Sport 4WD';'1FM5K8GT3KGA57099';'K8G';'41999';'US5189'
'Ford';'Escape';'2019';'SE';'White Platinum Metallic Tri-Coat';'Chromite Gray/Chrcl Black';'Automatic';'23499';'1.5L I4 16V GDI DOHC Turbo';'Gasoline Fuel';'used';'Sport Utility';'2019 Ford Escape SE';'1FMCU0GD2KUA57981';'U0G';'24999';'US5203'
'Ford';'Escape';'2019';'SEL 4WD';'Oxford White';'Charcoal Black';'Automatic';'25499';'1.5L I4 16V GDI DOHC Turbo';'Gasoline Fuel';'used';'Sport Utility';'2019 Ford Escape SEL 4WD';'1FMCU9HD7KUA73113';'U9H';'27999';'US5210'
'Subaru';'Crosstrek';'2019';'Premium Awd';'Dark Gray Metallic';'Gray';'Variable';'26999';'2.0L H4 16V GDI DOHC';'Gasoline Fuel';'used';'Sport Utility';'2019 Subaru Crosstrek Premium Awd';'JF2GTAEC6K8302851';'KRD';'29999';'US5200'
'Ford';'Escape';'2019';'SEL 4WD';'Magnetic Metallic';'Charcoal Black';'Automatic';'26799';'1.5L I4 16V GDI DOHC Turbo';'Gasoline Fuel';'used';'Sport Utility';'2019 Ford Escape SEL 4WD';'1FMCU9HD5KUA08969';'U9H';'27999';'US5215'
'Subaru';'Forester';'2019';'Limited AWD';'Crystal White Pearl';'Gray';'Variable';'31799';'2.5L H4 16V GDI DOHC';'Gasoline Fuel';'used';'Sport Utility';'2019 Subaru Forester Limited AWD';'JF2SKASC4KH425484';'KFI';'33999';'US5209'
'Ford';'Explorer';'2019';'XLT 4WD';'Agate Black Metallic';'Ebony Black';'Automatic';'35499';'3.5L V6 24V MPFI DOHC';'Gasoline Fuel';'used';'Sport Utility';'2019 Ford Explorer XLT 4WD';'1FM5K8D82KGB19060';'K8D';'37999';'US5220'
'Ford';'Escape';'2019';'SE 4WD';'White Platinum Metallic Tri-Coat';'Chromite Gray/Chrcl Black';'Automatic';'24499';'1.5L I4 16V GDI DOHC Turbo';'Gasoline Fuel';'used';'Sport Utility';'2019 Ford Escape SE 4WD';'1FMCU9GD5KUB74085';'U9G';'26999';'US5214'
'Chevrolet';'Colorado';'2019';'4WD Crew Cab';'Black';'Jet Black/Dark Ash';'Automatic';'32499';'3.6L V6 24V GDI DOHC';'Gasoline Fuel';'used';'Crew Cab Pickup';'2019 Chevrolet Colorado 4WD Crew Cab';'1GCGTBEN6K1344967';'12M43';'34999';'US5217'
'Ford';'Escape';'2019';'SE 4WD';'Magnetic Metallic';'Chromite Gray/Chrcl Black';'Automatic';'26499';'1.5L I4 16V GDI DOHC Turbo';'Gasoline Fuel';'used';'Sport Utility';'2019 Ford Escape SE 4WD';'1FMCU9GD2KUA08963';'U9G';'27999';'US5222'
'Ford';'Fusion Hybrid';'2019';'SE';'Magnetic Metallic';'Ebony';'Variable';'23999';'2.0L I4 16V MPFI DOHC Hybrid';'Hybrid Fuel';'used';'4dr Car';'2019 Ford Fusion Hybrid SE';'3FA6P0LU3KR208225';'P0L';'25999';'US5221'
'RAM';'1500';'2019';'BIG HORN BLACK QUAD CAB 4X4';'Diamond Black Crystal Pearlcoat';'Diesel Gray/Black';'Automatic';'39999';'5.7L V8 16V MPFI OHV';'Gasoline Fuel';'used';'Crew Cab Pickup';'2019 RAM 1500 BIG HORN BLACK QUAD CAB 4X4';'1C6SRFBT1KN546442';'DT6H41';'42999';'US5238'
'Ford';'Explorer';'2019';'XLT 4WD';'Magnetic Metallic';'Ebony Black';'Automatic';'35999';'3.5L V6 24V MPFI DOHC';'Gasoline Fuel';'used';'Sport Utility';'2019 Ford Explorer XLT 4WD';'1FM5K8D83KGA43879';'K8D';'37999';'US5231'
'Ford';'Escape';'2019';'SE 4WD';'Oxford White';'Chromite Gray/Chrcl Black';'Automatic';'25999';'1.5L I4 16V GDI DOHC Turbo';'Gasoline Fuel';'used';'Sport Utility';'2019 Ford Escape SE 4WD';'1FMCU9GD5KUA57333';'U9G';'27999';'US5233'
'Ford';'F-150';'2019';'XL SuperCab';'Velocity Blue Metallic';'Medium Earth Gray';'Automatic';'36999';'3.3L V6 24V PDI DOHC Flexible Fuel';'Gasoline Fuel';'used';'Extended Cab Pickup';'2019 Ford F-150 XL SuperCab';'1FTEX1EB7KKD35863';'X1E';'38999';'US5236'
'Ford';'Edge';'2019';'SEL AWD';'Agate Black Metallic';'Ebony';'Automatic';'31999';'2.0L I4 16V GDI DOHC Turbo';'Gasoline Fuel';'used';'Sport Utility';'2019 Ford Edge SEL AWD';'2FMPK4J90KBB58980';'K4J';'33999';'US5250'
'Subaru';'Forester';'2019';'Premium Awd';'Jasper Green Metallic';'Gray';'Variable';'28999';'2.5L H4 16V GDI DOHC';'Gasoline Fuel';'used';'Sport Utility';'2019 Subaru Forester Premium Awd';'JF2SKAGC1KH445149';'KFF';'30999';'US5249'
'Ford';'Explorer';'2019';'Sport 4WD';'Agate Black Metallic';'Ebony Black w/Red Accent';'Automatic';'39999';'3.5L V6 24V GDI DOHC Twin Turbo';'Gasoline Fuel';'used';'Sport Utility';'2019 Ford Explorer Sport 4WD';'1FM5K8GT7KGA02008';'K8G';'40999';'US5262'
'Ford';'Explorer';'2019';'XLT 4WD';'Oxford White';'Ebony Black';'Automatic';'34999';'3.5L V6 24V MPFI DOHC';'Gasoline Fuel';'used';'Sport Utility';'2019 Ford Explorer XLT 4WD';'1FM5K8D82KGB32536';'K8D';'36999';'US5263'
'Ford';'Ranger';'2019';'LARIAT SuperCrew';'Oxford White';'Ebony';'Automatic';'38999';'2.3L I4 16V GDI DOHC Turbo';'Gasoline Fuel';'used';'Crew Cab Pickup';'2019 Ford Ranger LARIAT SuperCrew';'1FTER4FH8KLA07134';'R4F';'40999';'US5266'
'Ford';'Escape';'2019';'SE 4WD';'Sedona Orange Metallic';'Chromite Gray/Chrcl Black';'Automatic';'23999';'1.5L I4 16V GDI DOHC Turbo';'Gasoline Fuel';'used';'Sport Utility';'2019 Ford Escape SE 4WD';'1FMCU9GD5KUA00615';'U9G';'25999';'US5264'
'Ford';'Explorer';'2019';'XLT 4WD';'Magnetic Metallic';'Ebony Black';'Automatic';'34999';'3.5L V6 24V MPFI DOHC';'Gasoline Fuel';'used';'Sport Utility';'2019 Ford Explorer XLT 4WD';'1FM5K8D80KGB32549';'K8D';'36999';'US5275'
'Ford';'Explorer';'2019';'XLT 4WD';'Magnetic Metallic';'Ebony Black';'Automatic';'34999';'3.5L V6 24V MPFI DOHC';'Gasoline Fuel';'used';'Sport Utility';'2019 Ford Explorer XLT 4WD';'1FM5K8D88KGA57082';'K8D';'36999';'US5276'
'Ford';'Escape';'2019';'Titanium 4WD';'White Platinum Metallic Tri-Coat';'Charcoal Black';'Automatic';'29699';'2.0L I4 16V GDI DOHC Turbo';'Gasoline Fuel';'used';'Sport Utility';'2019 Ford Escape Titanium 4WD';'1FMCU9J93KUA00620';'U9J';'30999';'US5292'
'Ford';'F-150';'2019';'Base';'Magnetic';'';'Automatic';'42087';'3.5L V6 24V PDI DOHC Twin Turbo';'Gasoline Fuel';'used';'Crew Cab Pickup';'2019 Ford F-150';'1FTEW1E4XKFB56178';'W1E';'0';'US5289'
'Ford';'F-150';'2019';'XLT SuperCrew';'Oxford White';'RED';'Automatic';'43999';'5.0L V8 32V PDI DOHC';'Gasoline Fuel';'used';'Crew Cab Pickup';'2019 Ford F-150 XLT SuperCrew';'1FTEW1E50KFA26578';'W1E';'45999';'US5296'
'Ford';'Edge';'2019';'SEL AWD';'Magnetic Metallic';'Ebony';'Automatic';'32999';'2.0L I4 16V GDI DOHC Turbo';'Gasoline Fuel';'used';'Sport Utility';'2019 Ford Edge SEL AWD';'2FMPK4J95KBC37819';'K4J';'0';'US5297'
'Ford';'Edge';'2019';'Titanium AWD';'Agate Black Metallic';'Ebony';'Automatic';'35999';'2.0L I4 16V GDI DOHC Turbo';'Gasoline Fuel';'used';'Sport Utility';'2019 Ford Edge Titanium AWD';'2FMPK4K90KBC10834';'K4K';'36999';'US5277'
'Ford';'Fiesta';'2019';'SE';'Shadow Black';'Charcoal Black';'Automatic';'17999';'1.6L I4 16V MPFI DOHC';'Gasoline Fuel';'used';'Hatchback';'2019 Ford Fiesta SE';'3FADP4EJ5KM125443';'P4E';'18999';'US5281'
'Ford';'EcoSport';'2019';'SE 4WD';'Blue Candy Metallic Tinted Clearcoat';'Ebony Black';'Automatic';'23999';'2.0L I4 16V GDI DOHC';'Gasoline Fuel';'used';'Sport Utility';'2019 Ford EcoSport SE 4WD';'MAJ6S3GL8KC265889';'S3G';'24999';'US5285'
'Land Rover';'Discovery Sport';'2019';'SE 4WD';'Yulong White Metallic';'Ebony/Ebony';'Automatic';'32999';'I4';'Gasoline Fuel';'used';'Sport Utility';'2019 Land Rover Discovery Sport SE 4WD';'SALCP2FXXKH789098';'AD550/350QB';'35999';'US5298'
'Ford';'Escape';'2019';'Titanium';'Blue';'';'Automatic';'23405';'2.0L I4 16V GDI DOHC Turbo';'Gasoline Fuel';'used';'Sport Utility';'2019 Ford Escape Titanium';'1FMCU9J97KUA56298';'U9J';'0';'US5303'
'Ford';'Edge';'2019';'Titanium';'Blue Metallic';'Ebony';'Automatic';'30234';'2.0L I4 16V GDI DOHC Turbo';'Gasoline Fuel';'used';'Sport Utility';'2019 Ford Edge Titanium';'2FMPK4K98KBB72804';'K4K';'0';'US5318'
'RAM';'1500';'2019';'Big Horn/Lone Star';'Diamond Black Crystal Pearlcoat';'Diesel Gray/Black';'Automatic';'33945';'6 Cyl - 3.6 L';'Hybrid Fuel';'used';'Crew Cab Pickup';'2019 RAM 1500 Big Horn/Lone Star';'1C6RRFFG3KN817626';'DT6H98';'0';'US5323'
'Ford';'Expedition';'2020';'XLT 4X4';'Oxford White';'Ebony';'Automatic';'62999';'3.5L V6 24V GDI DOHC Twin Turbo';'Gasoline Fuel';'used';'Sport Utility';'2020 Ford Expedition XLT 4X4';'1FMJU1JT9LEA08544';'U1J';'66999';'US3151'
'Ford';'F-150';'2020';'LARIAT SuperCrew';'Iconic Silver Metallic';'Medium Light Camel';'Automatic';'54999';'2.7L V6 24V PDI DOHC Twin Turbo';'Gasoline Fuel';'used';'Crew Cab Pickup';'2020 Ford F-150 LARIAT SuperCrew';'1FTEW1EP1LKE82521';'W1E';'59999';'US3150'
'Ford';'Explorer';'2020';'XLT 4WD';'Oxford White';'Ebony';'Automatic';'41499';'2.3L I4 16V GDI DOHC Turbo';'Gasoline Fuel';'used';'Sport Utility';'2020 Ford Explorer XLT 4WD';'1FMSK8DHXLGB37715';'K8D';'44999';'US3259'
'Ford';'Expedition';'2020';'Limited 4X4';'Iconic Silver Metallic';'Ebony';'Automatic';'65999';'3.5L V6 24V GDI DOHC Twin Turbo';'Gasoline Fuel';'used';'Sport Utility';'2020 Ford Expedition Limited 4X4';'1FMJU2AT7LEA84320';'U2A';'73999';'US3359'
'Ford';'Explorer';'2020';'XLT 4WD';'Oxford White';'Ebony';'Automatic';'40999';'2.3L I4 16V GDI DOHC Turbo';'Gasoline Fuel';'used';'Sport Utility';'2020 Ford Explorer XLT 4WD';'1FMSK8DHXLGB17738';'K8D';'46999';'US3538'
'Subaru';'Outback';'2020';'Premium Awd';'Crystal Black Silica';'Titanium Gray';'Variable';'35499';'2.5L H4 16V GDI DOHC';'Gasoline Fuel';'used';'Sport Utility';'2020 Subaru Outback Premium Awd';'4S4BTAEC4L3213329';'LDD';'39999';'US4602'
'Subaru';'Outback';'2020';'Premium Awd';'Ice Silver Metallic';'Titanium Gray';'Variable';'33499';'2.5L H4 16V GDI DOHC';'Gasoline Fuel';'used';'Sport Utility';'2020 Subaru Outback Premium Awd';'4S4BTACC7L3162055';'LDD';'36999';'US4687'
'Subaru';'Forester';'2020';'Limited Awd';'Magnetite Gray Metallic';'Black';'Variable';'33999';'2.5L H4 16V GDI DOHC';'Gasoline Fuel';'used';'Sport Utility';'2020 Subaru Forester Limited Awd';'JF2SKAUC7LH498931';'LFI';'37999';'US4723'
